win_team,lose_team,probability
Portland Trail Blazers,Phoenix Suns,0.7683504534974365
New Orleans Pelicans,Atlanta Hawks,0.7390761135380866
Houston Rockets,Dallas Mavericks,0.8919159645403043
Detroit Pistons,Chicago Bulls,0.7712087591625076
Golden State Warriors,Phoenix Suns,0.8976430266008858
Orlando Magic,Memphis Grizzlies,0.6310584558603306
Toronto Raptors,Miami Heat,0.5981950402273877
Minnesota Timberwolves,New York Knicks,0.8145041894852527
Philadelphia 76ers,Indiana Pacers,0.5309405051690079
San Antonio Spurs,Milwaukee Bucks,0.6949342555997196
Detroit Pistons,Brooklyn Nets,0.6189135849131469
Cleveland Cavaliers,Toronto Raptors,0.5670215374996526
Houston Rockets,Charlotte Hornets,0.9035829957724616
Boston Celtics,Los Angeles Clippers,0.7217874979416422
Oklahoma City Thunder,Utah Jazz,0.568071383705439
Washington Wizards,Sacramento Kings,0.7951325449634019
Los Angeles Lakers,Chicago Bulls,0.6319884623080165
San Antonio Spurs,Dallas Mavericks,0.7280963023574538
Denver Nuggets,Minnesota Timberwolves,0.6082412706368162
Indiana Pacers,New York Knicks,0.7933900358406333
Portland Trail Blazers,Los Angeles Clippers,0.5356085602586781
New Orleans Pelicans,Milwaukee Bucks,0.575001747589622
Cleveland Cavaliers,Philadelphia 76ers,0.547836858078537
Atlanta Hawks,Memphis Grizzlies,0.6432833554871485
Houston Rockets,Golden State Warriors,0.6319261165143475
Miami Heat,Detroit Pistons,0.5877319654855688
Oklahoma City Thunder,Brooklyn Nets,0.6960012683144152
Utah Jazz,Phoenix Suns,0.8468265367707748
Washington Wizards,Orlando Magic,0.7474459896231564
Boston Celtics,Sacramento Kings,0.8798859717928547
Denver Nuggets,Dallas Mavericks,0.7355154592628106
Indiana Pacers,Oklahoma City Thunder,0.5668447990441545
Cleveland Cavaliers,Orlando Magic,0.7421576743074181
Toronto Raptors,Los Angeles Lakers,0.8444288767062517
Utah Jazz,Minnesota Timberwolves,0.5069795135631877
Detroit Pistons,Los Angeles Lakers,0.6177697776914237
Houston Rockets,Phoenix Suns,0.9098652872205241
Los Angeles Clippers,Chicago Bulls,0.8076841351416176
Milwaukee Bucks,Miami Heat,0.518018143492718
Portland Trail Blazers,New Orleans Pelicans,0.5165595652914944
Philadelphia 76ers,Sacramento Kings,0.7871368591697795
San Antonio Spurs,New York Knicks,0.8087237818871167
Washington Wizards,Charlotte Hornets,0.7603600408634202
Boston Celtics,Atlanta Hawks,0.8883838957758717
Cleveland Cavaliers,Dallas Mavericks,0.8027309571422422
Denver Nuggets,Indiana Pacers,0.6000735341358379
New Orleans Pelicans,Phoenix Suns,0.7628998032697596
Golden State Warriors,Oklahoma City Thunder,0.6493888271970529
San Antonio Spurs,Portland Trail Blazers,0.6117654802235402
Utah Jazz,Brooklyn Nets,0.6733975646307896
Washington Wizards,Memphis Grizzlies,0.8460799968863225
Toronto Raptors,Detroit Pistons,0.5792887455719328
Houston Rockets,Minnesota Timberwolves,0.7840622384724305
Los Angeles Clippers,Brooklyn Nets,0.6825271420314032
Miami Heat,Charlotte Hornets,0.6725951821244932
Philadelphia 76ers,Milwaukee Bucks,0.6747086047894739
Los Angeles Lakers,New York Knicks,0.585023009046333
Orlando Magic,Atlanta Hawks,0.6284239723706052
Sacramento Kings,Chicago Bulls,0.6401276436132954
Boston Celtics,Denver Nuggets,0.7822488409321754
Cleveland Cavaliers,Detroit Pistons,0.7354119355875142
New Orleans Pelicans,Dallas Mavericks,0.7661224536193493
Oklahoma City Thunder,Miami Heat,0.5215934034962981
Phoenix Suns,Chicago Bulls,0.6002147942000489
Portland Trail Blazers,Indiana Pacers,0.5355333289648445
Golden State Warriors,San Antonio Spurs,0.5204527321284208
Toronto Raptors,New York Knicks,0.8624637545444656
Utah Jazz,Washington Wizards,0.6328640617609986
Houston Rockets,Atlanta Hawks,0.8770828288653106
Philadelphia 76ers,Charlotte Hornets,0.5469686712635331
Los Angeles Clippers,Indiana Pacers,0.5088949678157554
Milwaukee Bucks,Los Angeles Lakers,0.5583842806009292
Golden State Warriors,Minnesota Timberwolves,0.5110102712552003
Brooklyn Nets,Sacramento Kings,0.5234088110455454
Washington Wizards,Chicago Bulls,0.6983098654712785
Cleveland Cavaliers,Milwaukee Bucks,0.6446388322664188
Houston Rockets,Memphis Grizzlies,0.9221806166572973
Utah Jazz,New York Knicks,0.8487276831353959
Toronto Raptors,Oklahoma City Thunder,0.5092623244798791
New Orleans Pelicans,Orlando Magic,0.6985298054131214
Boston Celtics,Philadelphia 76ers,0.7037060774921919
Portland Trail Blazers,Dallas Mavericks,0.6812214052994855
San Antonio Spurs,Miami Heat,0.6504288013468918
Utah Jazz,Atlanta Hawks,0.8401118889761536
Charlotte Hornets,Minnesota Timberwolves,0.5363106209179997
Golden State Warriors,Indiana Pacers,0.7529966826473955
Detroit Pistons,Phoenix Suns,0.592931141050392
Dallas Mavericks,Sacramento Kings,0.5514455049355127
Washington Wizards,Denver Nuggets,0.6555701292891455
Cleveland Cavaliers,Los Angeles Clippers,0.787125453452781
Houston Rockets,San Antonio Spurs,0.7954271495298832
Los Angeles Lakers,Brooklyn Nets,0.5375834135710045
Miami Heat,Milwaukee Bucks,0.6087018673581368
Denver Nuggets,New York Knicks,0.631002161981129
Orlando Magic,Memphis Grizzlies,0.6879406177534346
Toronto Raptors,Oklahoma City Thunder,0.6812262592042979
Philadelphia 76ers,Atlanta Hawks,0.7759117779320412
Utah Jazz,Chicago Bulls,0.872359678529601
Boston Celtics,Charlotte Hornets,0.7063214227009192
Golden State Warriors,Dallas Mavericks,0.8496267120226846
Minnesota Timberwolves,Memphis Grizzlies,0.8046052606197612
Portland Trail Blazers,Detroit Pistons,0.6812159675616544
Sacramento Kings,Phoenix Suns,0.558016722408993
Washington Wizards,Miami Heat,0.5399742599608637
Boston Celtics,San Antonio Spurs,0.7130266292358123
Golden State Warriors,Detroit Pistons,0.8496235128217897
Indiana Pacers,Denver Nuggets,0.7326371093308298
Los Angeles Lakers,Sacramento Kings,0.6467134348703453
Cleveland Cavaliers,Milwaukee Bucks,0.6782278166286789
Houston Rockets,New Orleans Pelicans,0.7131780995808381
Los Angeles Clippers,New York Knicks,0.5263255921889284
Toronto Raptors,Charlotte Hornets,0.8817916180049138
Oklahoma City Thunder,Memphis Grizzlies,0.8477725504957747
Philadelphia 76ers,Orlando Magic,0.7390686618402703
Portland Trail Blazers,Brooklyn Nets,0.7052031962990585
Utah Jazz,Phoenix Suns,0.7408541760739827
Charlotte Hornets,San Antonio Spurs,0.5532857735468693
Boston Celtics,Cleveland Cavaliers,0.6419102238036927
Dallas Mavericks,Sacramento Kings,0.5240404692668633
Denver Nuggets,Detroit Pistons,0.7355105880902398
Washington Wizards,Los Angeles Lakers,0.5531292556987498
Miami Heat,Orlando Magic,0.6570845403526298
Houston Rockets,Milwaukee Bucks,0.8104061251766045
Minnesota Timberwolves,Los Angeles Clippers,0.8282432137901599
New Orleans Pelicans,Atlanta Hawks,0.7988009517041675
Toronto Raptors,Chicago Bulls,0.918834360631635
Portland Trail Blazers,Chicago Bulls,0.7995378094677663
Golden State Warriors,Memphis Grizzlies,0.8970011539694074
Oklahoma City Thunder,Indiana Pacers,0.5246055114722876
Washington Wizards,Phoenix Suns,0.6518547192983635
Utah Jazz,Los Angeles Lakers,0.6588464487410949
Detroit Pistons,Orlando Magic,0.6744594433596138
Houston Rockets,Denver Nuggets,0.8489828702491621
Miami Heat,Dallas Mavericks,0.5877380328052383
Milwaukee Bucks,Los Angeles Clippers,0.6160073721035699
New Orleans Pelicans,Sacramento Kings,0.785132217177973
Toronto Raptors,New York Knicks,0.7582987848624759
Philadelphia 76ers,Brooklyn Nets,0.7013525068607107
San Antonio Spurs,Cleveland Cavaliers,0.5786280597723303
Portland Trail Blazers,Atlanta Hawks,0.7540783887640335
Boston Celtics,Indiana Pacers,0.6915804483654747
Los Angeles Lakers,Charlotte Hornets,0.5994400613487366
Golden State Warriors,Minnesota Timberwolves,0.5110102712552003
Oklahoma City Thunder,Denver Nuggets,0.6387177466083201
Utah Jazz,Washington Wizards,0.5889562351226127
Boston Celtics,Brooklyn Nets,0.8900117265326258
Toronto Raptors,Chicago Bulls,0.7926056758724878
Portland Trail Blazers,Detroit Pistons,0.5896596490123174
Houston Rockets,Sacramento Kings,0.9197663428082532
Indiana Pacers,Orlando Magic,0.8099162009718986
Cleveland Cavaliers,Los Angeles Clippers,0.5696127162986921
Minnesota Timberwolves,Philadelphia 76ers,0.5917083969955881
Miami Heat,New York Knicks,0.7349520018285329
Phoenix Suns,Memphis Grizzlies,0.631528457242259
Milwaukee Bucks,Atlanta Hawks,0.6795997390512001
Denver Nuggets,Washington Wizards,0.683879396266726
Golden State Warriors,Charlotte Hornets,0.890611274106895
Los Angeles Clippers,Memphis Grizzlies,0.8274199624750523
New Orleans Pelicans,Los Angeles Lakers,0.684901301880827
Oklahoma City Thunder,Dallas Mavericks,0.671619476913028
San Antonio Spurs,Sacramento Kings,0.8601854580324512
Boston Celtics,Miami Heat,0.6889991104172893
Milwaukee Bucks,Brooklyn Nets,0.7133357609276565
Philadelphia 76ers,Dallas Mavericks,0.8001722352845242
Indiana Pacers,Detroit Pistons,0.7601923440622832
Minnesota Timberwolves,Portland Trail Blazers,0.620706448826592
New York Knicks,Chicago Bulls,0.5966746095684896
Cleveland Cavaliers,Phoenix Suns,0.7873362224325842
Toronto Raptors,Orlando Magic,0.8743399746656989
Utah Jazz,Charlotte Hornets,0.7263350928730818
Golden State Warriors,Denver Nuggets,0.830047024448863
Oklahoma City Thunder,Los Angeles Lakers,0.681981620193541
Houston Rockets,Sacramento Kings,0.8637034800031415
San Antonio Spurs,Atlanta Hawks,0.8698710383879806
Philadelphia 76ers,Atlanta Hawks,0.7759117779320412
Toronto Raptors,Brooklyn Nets,0.7751262616747872
Minnesota Timberwolves,Dallas Mavericks,0.7414353692131053
Denver Nuggets,San Antonio Spurs,0.6244271958011569
Indiana Pacers,Detroit Pistons,0.5459448159933604
Houston Rockets,Los Angeles Clippers,0.7285509291101666
Boston Celtics,Miami Heat,0.777528983225211
New Orleans Pelicans,Charlotte Hornets,0.7491977289675428
Orlando Magic,New York Knicks,0.5168389889280144
Utah Jazz,Phoenix Suns,0.8468265367707748
Portland Trail Blazers,Memphis Grizzlies,0.8421404330115457
Washington Wizards,Chicago Bulls,0.828034586372872
Golden State Warriors,Los Angeles Lakers,0.784834272249545
Philadelphia 76ers,Milwaukee Bucks,0.5779128990659187
Cleveland Cavaliers,Sacramento Kings,0.7575666945345483
Toronto Raptors,Charlotte Hornets,0.5060523247429114
Dallas Mavericks,Memphis Grizzlies,0.6092763416584008
Denver Nuggets,Portland Trail Blazers,0.5566339472887157
Golden State Warriors,Cleveland Cavaliers,0.6897186315372149
Houston Rockets,New York Knicks,0.8873630390158758
Boston Celtics,Indiana Pacers,0.6111591030045895
Los Angeles Clippers,Los Angeles Lakers,0.668182349472036
Minnesota Timberwolves,Miami Heat,0.6589757130381345
Oklahoma City Thunder,Detroit Pistons,0.6716139543409158
Orlando Magic,Atlanta Hawks,0.6284239723706052
New Orleans Pelicans,Phoenix Suns,0.7487649573858091
Utah Jazz,Sacramento Kings,0.7645156897352477
Washington Wizards,San Antonio Spurs,0.5683013776316761
Philadelphia 76ers,Chicago Bulls,0.8183076772535921
Milwaukee Bucks,Brooklyn Nets,0.5744527191033498
Boston Celtics,Orlando Magic,0.848160017698946
Cleveland Cavaliers,San Antonio Spurs,0.6243082737559187
Detroit Pistons,Charlotte Hornets,0.6895554915652435
Golden State Warriors,Los Angeles Clippers,0.8825786583131167
Houston Rockets,Phoenix Suns,0.9098652872205241
Indiana Pacers,Brooklyn Nets,0.7801547576798045
Utah Jazz,Los Angeles Lakers,0.7851686649145175
Dallas Mavericks,Memphis Grizzlies,0.6968762458293458
Milwaukee Bucks,Atlanta Hawks,0.6978405053684239
Minnesota Timberwolves,Oklahoma City Thunder,0.5994213287473634
Washington Wizards,New York Knicks,0.6551904557328989
Portland Trail Blazers,Denver Nuggets,0.6487786261468459
New Orleans Pelicans,Sacramento Kings,0.7155467801990636
Toronto Raptors,Miami Heat,0.7340153510010029
New York Knicks,Chicago Bulls,0.597824509382725
Cleveland Cavaliers,Charlotte Hornets,0.8002097182638765
Phoenix Suns,Dallas Mavericks,0.5077367063914651
Detroit Pistons,Memphis Grizzlies,0.7937318202646432
Portland Trail Blazers,Los Angeles Lakers,0.6808037563716547
Philadelphia 76ers,Miami Heat,0.6369544466374357
Minnesota Timberwolves,Toronto Raptors,0.6307072392387513
Golden State Warriors,New Orleans Pelicans,0.6463100173600532
Houston Rockets,Oklahoma City Thunder,0.7159306708389779
Utah Jazz,Denver Nuggets,0.6142156200858729
Boston Celtics,Washington Wizards,0.693517520525688
Indiana Pacers,Atlanta Hawks,0.7195486942063627
Miami Heat,Brooklyn Nets,0.7528751885462163
Charlotte Hornets,Orlando Magic,0.7357643010520191
Denver Nuggets,Minnesota Timberwolves,0.6082412706368162
Utah Jazz,Los Angeles Clippers,0.6640183198949638
Golden State Warriors,Memphis Grizzlies,0.8970011539694074
Oklahoma City Thunder,Milwaukee Bucks,0.6676415273271694
Detroit Pistons,New York Knicks,0.5964819626160032
Philadelphia 76ers,Chicago Bulls,0.8210339947280482
Portland Trail Blazers,Sacramento Kings,0.7902123158078963
San Antonio Spurs,Dallas Mavericks,0.7773026427286258
